airline,date_of_journey,source,destination,dep_time,arrival_time,total_stops,additional_info,duration_min,price
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,04:40:00,1,In-flight meal not included,875,8586
Jet Airways,2019-05-24,Delhi,Cochin,23:05:00,04:25:00,2,No Info,1760,16704
Multiple Carriers,2019-03-21,Delhi,Cochin,10:00:00,21:00:00,1,In-flight meal not included,660,8085
Jet Airways,2019-03-03,Mumbai,Hyderabad,19:35:00,21:05:00,0,No Info,90,5678
Jet Airways,2019-04-09,Delhi,Cochin,17:30:00,12:35:00,1,No Info,1145,11822
Jet Airways,2019-06-01,Delhi,Cochin,11:40:00,19:00:00,2,No Info,440,18804
Air India,2019-06-06,Kolkata,Banglore,10:00:00,05:25:00,2,No Info,1165,13007
Air India,2019-06-06,Delhi,Cochin,12:00:00,07:40:00,2,No Info,1180,8603
Multiple Carriers,2019-06-03,Delhi,Cochin,07:30:00,19:15:00,1,No Info,705,9736
Jet Airways,2019-03-27,Delhi,Cochin,19:15:00,04:25:00,1,No Info,550,12242
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,20:40:00,1,In-flight meal not included,1495,10031
Indigo,2019-06-15,Kolkata,Banglore,14:25:00,16:55:00,0,No Info,150,4804
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,16:20:00,1,No Info,475,13941
Vistara,2019-03-24,Banglore,New Delhi,19:40:00,22:20:00,0,No Info,160,4563
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,09:20:00,1,In-flight meal not included,1010,9663
Indigo,2019-06-03,Banglore,New Delhi,08:30:00,11:20:00,0,No Info,170,4823
Jet Airways,2019-06-09,Delhi,Cochin,20:55:00,04:25:00,1,No Info,450,14924
Spicejet,2019-03-12,Chennai,Kolkata,08:20:00,10:35:00,0,No Info,135,6300
Indigo,2019-05-27,Delhi,Cochin,05:05:00,16:10:00,1,No Info,665,6600
Jet Airways,2019-06-12,Delhi,Cochin,12:15:00,12:35:00,2,No Info,1460,14300
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,22:05:00,1,No Info,1745,12692
Indigo,2019-04-27,Delhi,Cochin,02:00:00,07:25:00,1,No Info,325,5796
Vistara,2019-05-24,Banglore,New Delhi,19:30:00,22:15:00,0,No Info,165,5823
Spicejet,2019-03-18,Banglore,New Delhi,20:30:00,23:20:00,0,No check-in baggage included,170,4273
Jet Airways,2019-06-06,Delhi,Cochin,20:55:00,04:25:00,1,In-flight meal not included,450,10262
Air Asia,2019-06-06,Kolkata,Banglore,07:35:00,23:30:00,1,No Info,955,6810
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,10:05:00,1,In-flight meal not included,1200,7757
Spicejet,2019-05-18,Chennai,Kolkata,08:20:00,10:35:00,0,No Info,135,3597
Air India,2019-06-09,Kolkata,Banglore,05:50:00,23:15:00,2,No Info,1045,12723
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,19:50:00,1,In-flight meal not included,685,10844
Vistara,2019-05-21,Chennai,Kolkata,07:05:00,09:20:00,0,No Info,135,3687
Jet Airways,2019-03-06,Delhi,Cochin,05:30:00,19:45:00,2,In-flight meal not included,2295,15864
Multiple Carriers,2019-06-27,Delhi,Cochin,04:55:00,19:00:00,1,No Info,845,10678
Jet Airways,2019-03-01,Banglore,New Delhi,08:00:00,15:15:00,1,No Info,435,22270
Air India,2019-03-03,Banglore,New Delhi,17:25:00,08:45:00,2,No Info,920,11570
Jet Airways,2019-03-18,Banglore,New Delhi,05:45:00,13:15:00,1,No Info,450,12284
Air Asia,2019-05-01,Kolkata,Banglore,22:40:00,10:40:00,1,No Info,720,5192
Air India,2019-05-01,Kolkata,Banglore,19:00:00,11:05:00,1,No Info,965,6117
Air India,2019-06-24,Delhi,Cochin,17:20:00,09:25:00,1,No Info,965,7480
Jet Airways,2019-06-06,Delhi,Cochin,22:50:00,04:25:00,1,No Info,335,14714
Jet Airways,2019-03-06,Banglore,New Delhi,21:25:00,10:25:00,1,No Info,780,17261
Air India,2019-05-18,Mumbai,Hyderabad,06:20:00,07:40:00,0,No Info,80,3100
Goair,2019-03-03,Banglore,New Delhi,20:55:00,23:50:00,0,No Info,175,7222
Air India,2019-05-15,Delhi,Cochin,05:00:00,19:15:00,2,No Info,2295,10493
Jet Airways,2019-06-15,Delhi,Cochin,05:30:00,19:00:00,2,In-flight meal not included,810,10368
Jet Airways,2019-03-21,Mumbai,Hyderabad,07:10:00,08:35:00,0,In-flight meal not included,85,4160
Indigo,2019-05-12,Banglore,New Delhi,18:55:00,21:50:00,0,No Info,175,4823
Jet Airways,2019-03-09,Banglore,New Delhi,08:55:00,21:20:00,1,In-flight meal not included,745,11087
Indigo,2019-05-09,Delhi,Cochin,07:30:00,21:00:00,1,No Info,810,7191
Jet Airways,2019-04-09,Delhi,Cochin,11:40:00,19:00:00,2,No Info,440,15439
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,12:00:00,1,In-flight meal not included,1170,10844
Air Asia,2019-05-27,Delhi,Cochin,07:55:00,13:25:00,1,No Info,330,6451
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,09:20:00,1,In-flight meal not included,730,9663
Indigo,2019-04-21,Kolkata,Banglore,14:25:00,16:55:00,0,No Info,150,5644
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,20:45:00,1,In-flight meal not included,855,9663
Multiple Carriers,2019-05-09,Delhi,Cochin,08:00:00,19:00:00,1,No Info,660,10197
Air India,2019-03-06,Delhi,Cochin,06:05:00,09:25:00,1,No Info,1640,12677
Air India,2019-03-27,Delhi,Cochin,05:00:00,19:15:00,2,No Info,2295,8026
Jet Airways,2019-05-12,Kolkata,Banglore,09:35:00,21:05:00,1,No Info,690,14151
Indigo,2019-06-15,Delhi,Cochin,08:35:00,16:10:00,1,No Info,455,6442
Jet Airways,2019-06-01,Delhi,Cochin,09:40:00,04:25:00,2,In-flight meal not included,1125,10368
Air India,2019-05-21,Delhi,Cochin,05:55:00,07:40:00,2,No Info,1545,11911
Indigo,2019-06-18,Banglore,New Delhi,20:00:00,22:50:00,0,No Info,170,4823
Jet Airways,2019-06-03,Delhi,Cochin,22:50:00,12:35:00,1,No Info,825,14714
Indigo,2019-03-15,Banglore,New Delhi,16:15:00,20:35:00,1,No Info,260,5607
Air India,2019-03-03,Banglore,New Delhi,07:30:00,10:50:00,2,No Info,1640,12074
Indigo,2019-05-15,Delhi,Cochin,07:15:00,12:30:00,1,No Info,315,5636
Air India,2019-04-01,Mumbai,Hyderabad,19:30:00,20:45:00,0,No Info,75,2050
Jet Airways,2019-06-15,Delhi,Cochin,11:00:00,14:15:00,0,No Info,195,9564
Air Asia,2019-05-01,Kolkata,Banglore,10:20:00,12:55:00,0,No Info,155,4409
Jet Airways,2019-06-24,Delhi,Cochin,22:50:00,12:35:00,1,In-flight meal not included,825,10262
Air India,2019-06-12,Kolkata,Banglore,16:45:00,08:55:00,2,No Info,970,14960
Multiple Carriers,2019-05-09,Delhi,Cochin,09:00:00,19:15:00,1,No Info,615,14323
Multiple Carriers,2019-05-15,Delhi,Cochin,06:00:00,21:00:00,1,No Info,900,7670
Indigo,2019-03-15,Banglore,New Delhi,21:20:00,00:15:00,0,No Info,175,8033
Indigo,2019-06-27,Mumbai,Hyderabad,19:05:00,20:35:00,0,No Info,90,2754
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,09:20:00,1,No Info,1655,14388
Multiple Carriers,2019-03-06,Delhi,Cochin,10:20:00,18:50:00,1,No Info,510,15411
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,08:15:00,1,No Info,1090,13941
Indigo,2019-05-03,Chennai,Kolkata,11:35:00,14:00:00,0,No Info,145,4332
Jet Airways,2019-06-12,Delhi,Cochin,08:00:00,19:00:00,1,No Info,660,14924
Indigo,2019-05-21,Delhi,Cochin,23:30:00,04:35:00,1,No Info,305,8745
Indigo,2019-05-03,Banglore,New Delhi,10:10:00,13:00:00,0,No Info,170,3943
Goair,2019-03-24,Banglore,New Delhi,20:55:00,23:50:00,0,No Info,175,5706
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,18:15:00,1,In-flight meal not included,1400,10844
Multiple Carriers,2019-06-27,Delhi,Cochin,14:55:00,22:30:00,1,In-flight meal not included,455,6093
Spicejet,2019-03-03,Kolkata,Banglore,17:15:00,19:45:00,0,No Info,150,6251
Air India,2019-05-01,Kolkata,Banglore,10:00:00,20:25:00,1,No Info,625,10203
Jet Airways,2019-03-06,Banglore,New Delhi,11:40:00,00:45:00,1,No Info,785,14815
Indigo,2019-03-06,Kolkata,Banglore,21:25:00,00:05:00,0,No Info,160,4778
Jet Airways,2019-06-18,Banglore,New Delhi,08:20:00,11:20:00,0,No Info,180,8016
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,22:35:00,1,No Info,510,14571
Multiple Carriers,2019-03-21,Delhi,Cochin,08:00:00,15:30:00,1,No Info,450,8307
Spicejet,2019-03-27,Kolkata,Banglore,17:15:00,19:45:00,0,No Info,150,3847
Multiple Carriers,2019-06-24,Delhi,Cochin,10:20:00,19:15:00,1,In-flight meal not included,535,7268
Jet Airways,2019-04-03,Mumbai,Hyderabad,10:20:00,11:50:00,0,No Info,90,8040
Indigo,2019-06-03,Kolkata,Banglore,04:40:00,07:15:00,0,No Info,155,5224
Air India,2019-05-09,Kolkata,Banglore,09:25:00,07:55:00,1,No Info,1350,8366
Jet Airways,2019-03-18,Banglore,New Delhi,22:50:00,08:15:00,1,In-flight meal not included,565,11087
Multiple Carriers,2019-03-06,Delhi,Cochin,16:00:00,01:35:00,1,In-flight meal not included,575,15136
Air India,2019-05-21,Delhi,Cochin,13:05:00,09:25:00,2,No Info,1220,10467
Indigo,2019-06-09,Delhi,Cochin,06:40:00,21:00:00,1,No Info,860,6093
Jet Airways,2019-06-06,Delhi,Cochin,19:30:00,12:35:00,2,In-flight meal not included,1025,11733
Spicejet,2019-05-18,Mumbai,Hyderabad,05:45:00,07:15:00,0,No check-in baggage included,90,1965
Air India,2019-03-01,Banglore,New Delhi,11:50:00,13:00:00,1,1 Long layover,1510,15434
Indigo,2019-03-03,Delhi,Cochin,11:30:00,21:00:00,1,No Info,570,14871
Multiple Carriers,2019-03-03,Delhi,Cochin,18:00:00,01:35:00,1,No Info,455,17703
Multiple Carriers,2019-03-21,Delhi,Cochin,14:00:00,21:00:00,1,No Info,420,13062
Jet Airways,2019-03-01,Banglore,New Delhi,07:00:00,05:05:00,1,No Info,1325,26890
Goair,2019-06-27,Delhi,Cochin,07:00:00,12:55:00,1,No Info,355,5281
Multiple Carriers,2019-06-24,Delhi,Cochin,13:00:00,01:30:00,1,No Info,750,7198
Indigo,2019-05-24,Kolkata,Banglore,11:30:00,14:05:00,0,No Info,155,5224
Multiple Carriers,2019-06-01,Delhi,Cochin,08:00:00,21:00:00,1,No Info,780,13587
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,23:35:00,1,In-flight meal not included,570,9899
Jet Airways,2019-03-06,Banglore,New Delhi,07:00:00,18:25:00,1,No Info,685,16736
Indigo,2019-05-18,Kolkata,Banglore,06:20:00,10:20:00,1,No Info,240,4226
Air India,2019-05-12,Chennai,Kolkata,11:40:00,13:55:00,0,No Info,135,4667
Goair,2019-05-01,Delhi,Cochin,07:25:00,13:35:00,1,No Info,370,5842
Indigo,2019-03-03,Delhi,Cochin,14:30:00,17:35:00,0,No Info,185,7673
Air India,2019-03-03,Delhi,Cochin,18:05:00,21:10:00,0,No Info,185,8666
Spicejet,2019-06-12,Kolkata,Banglore,08:35:00,17:15:00,1,No Info,520,7189
Spicejet,2019-06-06,Kolkata,Banglore,11:35:00,18:50:00,1,No Info,435,8479
Multiple Carriers,2019-06-06,Delhi,Cochin,10:20:00,19:00:00,1,No Info,520,11789
Multiple Carriers,2019-06-06,Delhi,Cochin,09:45:00,22:30:00,1,No Info,765,9646
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,09:20:00,1,In-flight meal not included,1495,9663
Indigo,2019-03-21,Delhi,Cochin,06:40:00,16:10:00,1,No Info,570,6558
Air India,2019-05-21,Kolkata,Banglore,14:30:00,23:15:00,2,No Info,525,15107
Jet Airways,2019-03-21,Banglore,New Delhi,20:35:00,10:25:00,1,In-flight meal not included,830,7832
Indigo,2019-06-15,Chennai,Kolkata,19:35:00,21:55:00,0,No Info,140,3597
Air India,2019-05-15,Mumbai,Hyderabad,19:30:00,20:45:00,0,No Info,75,3100
Jet Airways,2019-06-27,Delhi,Cochin,13:25:00,19:00:00,2,No Info,1775,12819
Indigo,2019-03-03,Mumbai,Hyderabad,09:10:00,10:40:00,0,No Info,90,5755
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,04:40:00,1,No Info,1330,13731
Jet Airways,2019-03-06,Delhi,Cochin,19:10:00,18:50:00,2,No Info,2860,20694
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,04:40:00,1,In-flight meal not included,1375,8586
Multiple Carriers,2019-06-01,Delhi,Cochin,11:30:00,21:00:00,1,No Info,570,13587
Air India,2019-03-15,Banglore,New Delhi,08:15:00,12:15:00,1,No Info,240,5013
Air India,2019-03-03,Delhi,Cochin,07:05:00,19:15:00,2,No Info,2170,11762
Goair,2019-03-09,Delhi,Cochin,06:00:00,13:20:00,1,No Info,440,8422
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,08:10:00,1,No Info,660,14231
Jet Airways,2019-05-09,Delhi,Cochin,07:05:00,12:35:00,1,In-flight meal not included,330,12373
Air India,2019-05-18,Kolkata,Banglore,16:50:00,05:35:00,2,No Info,765,11642
Indigo,2019-05-09,Delhi,Cochin,05:10:00,10:05:00,1,No Info,295,6496
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,04:40:00,1,In-flight meal not included,875,8586
Air India,2019-06-12,Kolkata,Banglore,09:10:00,13:15:00,1,No Info,245,8996
Air Asia,2019-06-01,Kolkata,Banglore,10:20:00,12:55:00,0,No Info,155,4409
Air Asia,2019-03-01,Banglore,New Delhi,05:50:00,08:40:00,0,No Info,170,10715
Jet Airways,2019-05-09,Delhi,Cochin,09:40:00,12:35:00,2,In-flight meal not included,1615,13029
Indigo,2019-06-12,Kolkata,Banglore,11:30:00,14:05:00,0,No Info,155,4804
Indigo,2019-05-15,Delhi,Cochin,06:40:00,21:00:00,1,No Info,860,7191
Air India,2019-06-03,Delhi,Cochin,06:50:00,07:40:00,2,No Info,1490,13381
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,15:15:00,2,No Info,1995,14219
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,08:15:00,1,No Info,1545,13941
Spicejet,2019-05-12,Banglore,New Delhi,09:30:00,12:20:00,0,No Info,170,4423
Vistara,2019-03-06,Mumbai,Hyderabad,20:55:00,16:45:00,1,No Info,1190,12395
Multiple Carriers,2019-03-06,Delhi,Cochin,09:55:00,21:00:00,1,In-flight meal not included,665,15136
Vistara,2019-05-09,Kolkata,Banglore,17:00:00,10:45:00,1,No Info,1065,8452
Multiple Carriers,2019-05-27,Delhi,Cochin,07:30:00,19:00:00,1,No Info,690,9315
Jet Airways,2019-05-27,Mumbai,Hyderabad,07:05:00,08:30:00,0,In-flight meal not included,85,4995
Jet Airways,2019-03-03,Delhi,Cochin,05:40:00,18:50:00,2,No Info,2230,21314
Vistara,2019-04-27,Banglore,New Delhi,21:00:00,23:50:00,0,No Info,170,5403
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,23:35:00,1,No Info,570,14781
Indigo,2019-06-27,Mumbai,Hyderabad,02:35:00,04:05:00,0,No Info,90,2754
Spicejet,2019-06-21,Kolkata,Banglore,09:00:00,11:25:00,0,No check-in baggage included,145,3841
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,09:20:00,1,No Info,730,14388
Indigo,2019-04-12,Banglore,New Delhi,08:30:00,11:20:00,0,No Info,170,4823
Jet Airways,2019-03-18,Mumbai,Hyderabad,02:55:00,04:25:00,0,No Info,90,5678
Indigo,2019-05-21,Chennai,Kolkata,19:35:00,21:55:00,0,No Info,140,3597
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,18:15:00,1,In-flight meal not included,1335,10844
Spicejet,2019-05-12,Banglore,New Delhi,05:55:00,08:35:00,0,No Info,160,3311
Spicejet,2019-06-09,Kolkata,Banglore,09:00:00,11:25:00,0,No check-in baggage included,145,3841
Spicejet,2019-05-01,Chennai,Kolkata,17:45:00,20:05:00,0,No check-in baggage included,140,3543
Multiple Carriers ,2019-03-21,Delhi,Cochin,06:00:00,13:20:00,1,No Info,440,11269
Multiple Carriers,2019-06-15,Delhi,Cochin,06:40:00,19:15:00,1,No Info,755,8614
Goair,2019-05-01,Kolkata,Banglore,23:30:00,07:45:00,1,No Info,495,6686
Indigo,2019-06-21,Mumbai,Hyderabad,21:20:00,22:50:00,0,No Info,90,2227
Air Asia,2019-05-01,Banglore,New Delhi,04:55:00,07:45:00,0,No Info,170,4282
Jet Airways,2019-05-15,Kolkata,Banglore,17:00:00,10:55:00,1,No Info,1075,14151
Air India,2019-03-09,Banglore,New Delhi,22:00:00,13:20:00,1,No Info,920,8425
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,22:05:00,1,In-flight meal not included,750,10703
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,23:35:00,1,In-flight meal not included,1655,10844
Indigo,2019-06-21,Chennai,Kolkata,22:05:00,00:25:00,0,No Info,140,5277
Multiple Carriers,2019-06-12,Delhi,Cochin,10:00:00,01:30:00,1,No Info,930,13377
Jet Airways,2019-05-21,Kolkata,Banglore,16:30:00,23:35:00,1,No Info,425,14781
Jet Airways,2019-05-27,Mumbai,Hyderabad,02:55:00,04:20:00,0,In-flight meal not included,85,4050
Indigo,2019-06-09,Kolkata,Banglore,21:25:00,00:05:00,0,No Info,160,4804
Jet Airways,2019-05-18,Delhi,Cochin,10:00:00,19:00:00,1,No Info,540,15554
Multiple Carriers,2019-05-27,Delhi,Cochin,06:40:00,19:00:00,1,No Info,740,9315
Jet Airways,2019-05-27,Delhi,Cochin,07:05:00,12:35:00,1,In-flight meal not included,330,12898
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,18:15:00,1,In-flight meal not included,1265,10844
Jet Airways,2019-05-09,Delhi,Cochin,09:40:00,12:35:00,2,No Info,1615,15129
Jet Airways,2019-03-03,Delhi,Cochin,05:25:00,04:25:00,2,No Info,1380,18799
Air India,2019-03-15,Mumbai,Hyderabad,19:30:00,20:45:00,0,No Info,75,3100
Vistara,2019-03-09,Banglore,New Delhi,09:50:00,12:35:00,0,No Info,165,7240
Jet Airways,2019-05-03,Banglore,New Delhi,08:20:00,11:20:00,0,In-flight meal not included,180,5198
Jet Airways,2019-06-27,Delhi,Cochin,23:05:00,19:00:00,2,In-flight meal not included,1195,11150
Jet Airways,2019-05-01,Kolkata,Banglore,09:35:00,21:05:00,1,In-flight meal not included,690,12384
Air Asia,2019-06-12,Kolkata,Banglore,10:20:00,12:55:00,0,No Info,155,3807
Jet Airways,2019-06-27,Delhi,Cochin,11:00:00,14:15:00,0,In-flight meal not included,195,7202
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,12:00:00,1,In-flight meal not included,375,8586
Air India,2019-03-24,Kolkata,Banglore,20:45:00,23:20:00,0,No Info,155,31945
Air India,2019-06-09,Kolkata,Banglore,20:30:00,20:25:00,1,No Info,1435,10203
Spicejet,2019-06-21,Banglore,New Delhi,09:30:00,12:20:00,0,No Info,170,3625
Indigo,2019-05-15,Banglore,New Delhi,20:00:00,22:50:00,0,No Info,170,4823
Air India,2019-04-01,Banglore,New Delhi,21:05:00,23:55:00,0,No Info,170,4441
Jet Airways,2019-03-12,Banglore,New Delhi,16:55:00,08:15:00,1,No Info,920,13817
Jet Airways,2019-03-21,Delhi,Cochin,16:00:00,18:50:00,1,In-flight meal not included,1610,5963
Multiple Carriers,2019-06-27,Delhi,Cochin,17:50:00,01:30:00,2,No Info,460,18275
Indigo,2019-06-01,Banglore,New Delhi,06:05:00,08:50:00,0,No Info,165,3943
Vistara,2019-05-12,Banglore,New Delhi,17:00:00,19:35:00,0,No Info,155,4878
Spicejet,2019-05-21,Mumbai,Hyderabad,13:15:00,14:45:00,0,No check-in baggage included,90,1965
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,22:35:00,1,In-flight meal not included,1525,10844
Air India,2019-03-24,Mumbai,Hyderabad,06:20:00,07:40:00,0,No Info,80,2575
Indigo,2019-06-06,Kolkata,Banglore,04:40:00,07:15:00,0,No Info,155,4804
Multiple Carriers,2019-06-27,Delhi,Cochin,13:15:00,22:30:00,1,No Info,555,8018
Jet Airways,2019-06-09,Delhi,Cochin,14:35:00,12:35:00,2,No Info,1320,13376
Indigo,2019-06-03,Delhi,Cochin,02:00:00,07:45:00,1,No Info,345,6386
Vistara,2019-06-06,Kolkata,Banglore,17:00:00,09:05:00,1,No Info,965,8452
Jet Airways,2019-05-09,Delhi,Cochin,07:05:00,04:25:00,1,In-flight meal not included,1280,12373
Air India,2019-06-03,Delhi,Cochin,13:00:00,19:15:00,1,No Info,375,8372
Multiple Carriers,2019-05-27,Delhi,Cochin,11:40:00,19:15:00,1,No Info,455,9316
Indigo,2019-06-09,Kolkata,Banglore,17:35:00,22:15:00,1,No Info,280,5699
Air India,2019-05-18,Kolkata,Banglore,09:25:00,18:30:00,1,No Info,545,8576
Indigo,2019-05-03,Banglore,New Delhi,06:05:00,08:50:00,0,No Info,165,3943
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,18:15:00,1,No Info,590,13626
Goair,2019-03-27,Delhi,Cochin,14:10:00,19:20:00,1,No Info,310,10188
Jet Airways,2019-06-06,Delhi,Cochin,15:00:00,19:00:00,1,In-flight meal not included,1680,10262
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,12:00:00,1,No Info,330,14571
Spicejet,2019-05-03,Chennai,Kolkata,17:45:00,20:05:00,0,No Info,140,3597
Air India,2019-06-09,Kolkata,Banglore,09:50:00,12:30:00,2,No Info,1600,14960
Air India,2019-04-06,Delhi,Cochin,17:40:00,23:00:00,1,No Info,320,5232
Indigo,2019-05-09,Kolkata,Banglore,22:15:00,00:50:00,0,No Info,155,4804
Vistara,2019-06-09,Kolkata,Banglore,20:20:00,10:45:00,1,No Info,865,9397
Air India,2019-05-09,Delhi,Cochin,07:05:00,09:25:00,2,No Info,1580,9347
Multiple Carriers,2019-05-18,Delhi,Cochin,10:35:00,19:15:00,1,No Info,520,8309
Multiple Carriers,2019-03-21,Delhi,Cochin,14:00:00,01:35:00,1,No Info,695,13542
Indigo,2019-04-15,Kolkata,Banglore,15:15:00,20:05:00,1,No Info,290,4775
Multiple Carriers,2019-06-01,Delhi,Cochin,03:50:00,19:00:00,1,No Info,910,12192
Air Asia,2019-06-15,Delhi,Cochin,07:55:00,22:25:00,1,No Info,870,6253
Air Asia,2019-03-06,Kolkata,Banglore,10:20:00,12:55:00,0,No Info,155,4384
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,16:20:00,1,No Info,1220,12681
Jet Airways,2019-04-21,Banglore,New Delhi,19:50:00,22:50:00,0,In-flight meal not included,180,4544
Jet Airways,2019-03-09,Delhi,Cochin,19:45:00,04:25:00,1,In-flight meal not included,520,11848
Air India,2019-05-15,Delhi,Cochin,08:00:00,19:15:00,1,No Info,675,8372
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,10:05:00,1,In-flight meal not included,1200,9663
Indigo,2019-04-18,Banglore,New Delhi,01:30:00,04:15:00,0,No Info,165,4591
Multiple Carriers,2019-03-03,Delhi,Cochin,06:40:00,18:50:00,1,No Info,730,15135
Indigo,2019-04-15,Kolkata,Banglore,15:15:00,20:30:00,1,No Info,315,4775
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,19:50:00,1,No Info,800,13626
Spicejet,2019-03-24,Mumbai,Hyderabad,13:10:00,14:30:00,0,No Info,80,2753
Jet Airways,2019-06-03,Delhi,Cochin,17:30:00,04:25:00,1,In-flight meal not included,655,10262
Multiple Carriers,2019-06-03,Delhi,Cochin,12:50:00,01:30:00,1,No Info,760,7530
Indigo,2019-05-01,Kolkata,Banglore,19:35:00,23:15:00,1,No Info,220,4226
Air India,2019-06-15,Delhi,Cochin,05:10:00,08:00:00,0,No Info,170,5201
Air India,2019-06-15,Delhi,Cochin,10:00:00,19:15:00,1,No Info,555,11241
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,09:45:00,1,In-flight meal not included,800,12384
Indigo,2019-05-21,Delhi,Cochin,17:05:00,22:15:00,1,No Info,310,6147
Air India,2019-06-09,Kolkata,Banglore,09:25:00,01:20:00,2,No Info,955,11668
Jet Airways,2019-06-09,Delhi,Cochin,16:00:00,19:00:00,1,In-flight meal not included,1620,10577
Jet Airways,2019-06-09,Delhi,Cochin,19:30:00,12:35:00,2,In-flight meal not included,1025,10368
Indigo,2019-06-12,Chennai,Kolkata,13:15:00,15:35:00,0,No Info,140,3597
Multiple Carriers,2019-06-12,Delhi,Cochin,12:50:00,21:00:00,1,No Info,490,7005
Air Asia,2019-05-18,Delhi,Cochin,20:45:00,07:10:00,1,No Info,625,7452
Air India,2019-03-06,Mumbai,Hyderabad,11:35:00,19:25:00,2,No Info,1910,17926
Spicejet,2019-03-27,Chennai,Kolkata,17:45:00,20:05:00,0,No check-in baggage included,140,3332
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,08:10:00,1,No Info,745,14231
Air Asia,2019-06-15,Kolkata,Banglore,22:50:00,01:20:00,0,No Info,150,3807
Air India,2019-06-09,Delhi,Cochin,17:40:00,23:00:00,1,No Info,320,7384
Multiple Carriers,2019-05-27,Delhi,Cochin,13:00:00,01:30:00,1,No Info,750,13377
Jet Airways,2019-03-09,Delhi,Cochin,08:00:00,04:25:00,1,No Info,1225,17549
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,12:00:00,1,No Info,330,14388
Indigo,2019-05-27,Chennai,Kolkata,07:55:00,10:15:00,0,No Info,140,3850
Air India,2019-05-18,Delhi,Cochin,21:00:00,07:40:00,1,No Info,640,8372
Jet Airways,2019-06-09,Banglore,New Delhi,18:55:00,22:00:00,0,In-flight meal not included,185,7229
Indigo,2019-06-12,Kolkata,Banglore,14:25:00,16:55:00,0,No Info,150,4804
Multiple Carriers,2019-06-24,Delhi,Cochin,14:00:00,01:30:00,1,No Info,690,13377
