airline,date_of_journey,source,destination,dep_time,arrival_time,total_stops,additional_info,price,duration_min
Indigo,2019-03-03,Delhi,Cochin,04:45:00,13:20:00,1,No Info,14871,515
Air India,2019-03-21,Delhi,Cochin,13:20:00,19:15:00,2,No Info,8708,1795
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,18:15:00,1,In-flight meal not included,10844,1335
Spicejet,2019-03-06,Mumbai,Hyderabad,05:45:00,07:05:00,0,No Info,4129,80
Indigo,2019-05-18,Kolkata,Banglore,21:25:00,00:05:00,0,No Info,4804,160
Jet Airways,2019-05-06,Banglore,New Delhi,08:20:00,11:20:00,0,No Info,7229,180
Jet Airways,2019-03-21,Banglore,New Delhi,07:00:00,19:10:00,1,In-flight meal not included,7832,730
Spicejet,2019-03-18,Chennai,Kolkata,09:30:00,12:05:00,0,No Info,3859,155
Multiple Carriers,2019-06-06,Delhi,Cochin,07:30:00,19:15:00,1,No Info,9001,705
Vistara,2019-05-09,Banglore,New Delhi,17:00:00,19:35:00,0,No Info,4878,155
Indigo,2019-05-03,Mumbai,Hyderabad,02:35:00,04:05:00,0,No Info,2754,90
Vistara,2019-06-27,Banglore,New Delhi,07:00:00,09:40:00,0,No Info,4668,160
Air Asia,2019-05-12,Kolkata,Banglore,10:20:00,12:55:00,0,No Info,5216,155
Jet Airways,2019-06-06,Delhi,Cochin,05:30:00,04:25:00,2,In-flight meal not included,10368,1375
Indigo,2019-03-09,Delhi,Cochin,06:40:00,21:20:00,2,No Info,8146,880
Jet Airways,2019-03-27,Delhi,Cochin,13:00:00,04:25:00,1,No Info,12242,925
Jet Airways,2019-03-15,Banglore,New Delhi,08:00:00,15:15:00,1,In-flight meal not included,9134,435
Air India,2019-06-06,Delhi,Cochin,13:15:00,09:25:00,2,No Info,10939,1210
Air India,2019-06-06,Delhi,Cochin,10:55:00,07:40:00,2,No Info,11753,1245
Spicejet,2019-04-24,Kolkata,Banglore,17:10:00,19:40:00,0,No Info,4174,150
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,19:50:00,1,In-flight meal not included,10844,1430
Jet Airways,2019-06-03,Delhi,Cochin,16:00:00,19:00:00,1,No Info,14714,1620
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,12:00:00,1,In-flight meal not included,9899,330
Indigo,2019-03-03,Delhi,Cochin,09:10:00,21:00:00,1,No Info,14871,710
Indigo,2019-03-06,Chennai,Kolkata,13:20:00,15:35:00,0,No Info,7295,135
Air India,2019-06-06,Delhi,Cochin,18:45:00,19:15:00,2,No Info,13465,1470
Spicejet,2019-05-21,Chennai,Kolkata,17:45:00,20:05:00,0,No check-in baggage included,3543,140
Multiple Carriers,2019-06-27,Delhi,Cochin,19:00:00,01:30:00,1,No Info,7198,390
Jet Airways,2019-06-01,Delhi,Cochin,08:00:00,04:25:00,1,In-flight meal not included,10262,1225
Indigo,2019-03-15,Kolkata,Banglore,15:20:00,17:55:00,0,No Info,4148,155
Jet Airways,2019-06-27,Banglore,New Delhi,15:15:00,18:10:00,0,No Info,8016,175
Jet Airways,2019-06-09,Delhi,Cochin,22:50:00,04:25:00,1,In-flight meal not included,10262,335
Spicejet,2019-06-15,Kolkata,Banglore,14:55:00,17:25:00,0,No check-in baggage included,3841,150
Jet Airways,2019-03-12,Banglore,New Delhi,09:45:00,00:30:00,1,No Info,11507,885
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,20:45:00,1,No Info,14781,740
Jet Airways,2019-05-27,Delhi,Cochin,17:30:00,19:00:00,1,No Info,16079,1530
Jet Airways,2019-05-27,Delhi,Cochin,22:50:00,04:25:00,1,In-flight meal not included,12898,335
Multiple Carriers,2019-03-06,Delhi,Cochin,07:30:00,19:15:00,1,No Info,15353,705
Indigo,2019-03-24,Banglore,New Delhi,18:25:00,21:20:00,0,No Info,7303,175
Spicejet,2019-03-24,Kolkata,Banglore,15:05:00,20:45:00,1,No Info,6197,340
Air India,2019-06-09,Kolkata,Banglore,09:10:00,13:15:00,1,No Info,8996,245
Indigo,2019-03-21,Delhi,Cochin,14:20:00,22:20:00,1,No Info,6528,480
Goair,2019-04-09,Banglore,New Delhi,20:55:00,23:40:00,0,No Info,4239,165
Indigo,2019-03-12,Kolkata,Banglore,20:25:00,23:05:00,0,No Info,4148,160
Spicejet,2019-05-24,Banglore,New Delhi,21:10:00,00:05:00,0,No Info,3971,175
Air Asia,2019-05-06,Kolkata,Banglore,07:35:00,23:30:00,1,No Info,5192,955
Jet Airways,2019-04-09,Delhi,Cochin,13:25:00,12:35:00,2,No Info,9483,1390
Jet Airways,2019-06-03,Delhi,Cochin,11:40:00,19:00:00,2,No Info,18804,440
Air India,2019-06-18,Delhi,Cochin,05:10:00,08:00:00,0,No Info,5201,170
Jet Airways,2019-05-27,Delhi,Cochin,11:30:00,19:00:00,1,No Info,16079,450
Jet Airways,2019-06-15,Banglore,New Delhi,19:50:00,22:50:00,0,In-flight meal not included,7229,180
Multiple Carriers,2019-05-27,Delhi,Cochin,17:45:00,01:30:00,1,No Info,6795,465
Jet Airways,2019-05-09,Kolkata,Banglore,09:35:00,10:55:00,1,No Info,10953,1520
Multiple Carriers,2019-06-24,Delhi,Cochin,15:05:00,01:30:00,2,No Info,15965,625
Air India,2019-04-09,Delhi,Cochin,12:55:00,19:15:00,2,No Info,9968,1820
Indigo,2019-06-06,Kolkata,Banglore,22:15:00,00:50:00,0,No Info,4804,155
Jet Airways,2019-05-27,Delhi,Cochin,10:00:00,19:00:00,1,No Info,16079,540
Jet Airways,2019-06-12,Delhi,Cochin,21:25:00,12:35:00,2,In-flight meal not included,11507,910
Air India,2019-06-09,Kolkata,Banglore,09:25:00,13:45:00,2,No Info,11542,1700
Jet Airways,2019-04-24,Banglore,New Delhi,17:45:00,20:45:00,0,No Info,7229,180
Jet Airways,2019-04-27,Banglore,New Delhi,06:00:00,08:45:00,0,In-flight meal not included,4544,165
Indigo,2019-05-15,Delhi,Cochin,05:10:00,10:05:00,1,No Info,6496,295
Indigo,2019-06-15,Kolkata,Banglore,21:25:00,00:05:00,0,No Info,4804,160
Air India,2019-03-01,Banglore,New Delhi,11:05:00,09:15:00,1,No Info,13439,1330
Jet Airways,2019-03-27,Delhi,Cochin,18:15:00,04:25:00,1,In-flight meal not included,6540,610
Indigo,2019-06-01,Banglore,New Delhi,23:30:00,02:20:00,0,No Info,4591,170
Indigo,2019-03-18,Banglore,New Delhi,16:15:00,20:35:00,1,No Info,4437,260
Air Asia,2019-03-21,Delhi,Cochin,20:10:00,07:10:00,1,No Info,6151,660
Jet Airways,2019-06-21,Banglore,New Delhi,17:45:00,20:45:00,0,In-flight meal not included,7754,180
Jet Airways,2019-06-24,Delhi,Cochin,14:00:00,12:35:00,1,In-flight meal not included,10262,1355
Jet Airways,2019-06-09,Banglore,New Delhi,18:55:00,22:00:00,0,No Info,8016,185
Spicejet,2019-03-24,Kolkata,Banglore,06:55:00,09:35:00,0,No check-in baggage included,4781,160
Vistara,2019-06-27,Banglore,New Delhi,11:30:00,14:20:00,0,No Info,4668,170
Air India,2019-03-06,Banglore,New Delhi,11:50:00,08:55:00,1,No Info,14594,1265
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,04:45:00,1,No Info,14231,710
Air India,2019-05-15,Delhi,Cochin,05:15:00,06:50:00,1,No Info,8425,1535
Multiple Carriers,2019-06-12,Delhi,Cochin,07:05:00,22:30:00,1,No Info,9646,925
Indigo,2019-03-03,Chennai,Kolkata,14:40:00,17:05:00,0,No Info,7295,145
Air Asia,2019-04-09,Kolkata,Banglore,06:50:00,10:30:00,1,No Info,5162,220
Indigo,2019-03-09,Banglore,New Delhi,18:25:00,21:20:00,0,No Info,6860,175
Vistara,2019-04-15,Delhi,Cochin,06:00:00,09:10:00,0,No Info,6216,190
Air Asia,2019-05-24,Kolkata,Banglore,07:35:00,19:25:00,1,No Info,5192,710
Indigo,2019-04-09,Banglore,New Delhi,20:00:00,22:50:00,0,No Info,4823,170
Spicejet,2019-04-03,Banglore,New Delhi,09:30:00,12:20:00,0,No check-in baggage included,3919,170
Indigo,2019-06-03,Mumbai,Hyderabad,19:05:00,20:35:00,0,No Info,2754,90
Multiple Carriers,2019-05-09,Delhi,Cochin,07:30:00,19:00:00,1,No Info,9315,690
Multiple Carriers,2019-03-27,Delhi,Cochin,10:00:00,18:50:00,1,No Info,11667,530
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,04:40:00,1,In-flight meal not included,6224,1215
Air India,2019-03-24,Kolkata,Banglore,09:25:00,05:35:00,2,No Info,13349,1210
Jet Airways,2019-03-18,Banglore,New Delhi,16:55:00,09:00:00,1,In-flight meal not included,11087,965
Multiple Carriers,2019-03-06,Delhi,Cochin,13:00:00,01:35:00,1,No Info,15603,755
Jet Airways,2019-05-09,Delhi,Cochin,19:30:00,12:35:00,2,No Info,15129,1025
Indigo,2019-04-09,Banglore,New Delhi,16:55:00,19:55:00,0,No Info,4823,180
Vistara,2019-05-01,Kolkata,Banglore,07:10:00,22:40:00,1,No Info,8452,930
Multiple Carriers,2019-06-06,Delhi,Cochin,07:30:00,19:00:00,1,No Info,12524,690
Spicejet,2019-03-27,Chennai,Kolkata,17:45:00,20:05:00,0,No Info,3384,140
Jet Airways,2019-06-01,Delhi,Cochin,19:15:00,19:00:00,1,In-flight meal not included,10262,1425
Spicejet,2019-06-18,Mumbai,Hyderabad,13:15:00,14:45:00,0,No check-in baggage included,1965,90
Indigo,2019-05-18,Kolkata,Banglore,22:15:00,00:50:00,0,No Info,4804,155
Jet Airways,2019-05-27,Delhi,Cochin,18:15:00,19:00:00,1,No Info,16079,1485
Jet Airways,2019-06-01,Delhi,Cochin,21:25:00,19:00:00,2,No Info,13292,1295
Air Asia,2019-05-09,Delhi,Cochin,07:55:00,13:25:00,1,No Info,6751,330
Air India,2019-05-15,Delhi,Cochin,07:00:00,19:15:00,1,No Info,8669,735
Indigo,2019-03-03,Delhi,Cochin,17:30:00,01:35:00,1,No Info,14871,485
Jet Airways,2019-05-21,Delhi,Cochin,14:00:00,19:00:00,1,In-flight meal not included,12898,300
Spicejet,2019-06-06,Banglore,New Delhi,09:30:00,12:20:00,0,No check-in baggage included,3919,170
Multiple Carriers,2019-03-01,Delhi,Cochin,12:50:00,19:15:00,1,No Info,36983,385
Indigo,2019-06-03,Chennai,Kolkata,19:35:00,21:55:00,0,No Info,3597,140
Air India,2019-03-09,Banglore,New Delhi,17:00:00,19:45:00,0,No Info,10741,165
Air India,2019-06-06,Kolkata,Banglore,16:50:00,05:35:00,2,No Info,11432,765
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,10:45:00,1,In-flight meal not included,11087,950
Jet Airways,2019-06-03,Delhi,Cochin,09:35:00,12:35:00,2,No Info,13292,1620
Air India,2019-06-15,Delhi,Cochin,05:15:00,07:40:00,3,No Info,10493,1585
Goair,2019-03-09,Banglore,New Delhi,07:45:00,10:40:00,0,No Info,7631,175
Air India,2019-06-06,Delhi,Cochin,06:50:00,07:40:00,2,No Info,13381,1490
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,04:40:00,1,No Info,13731,520
Air India,2019-05-21,Delhi,Cochin,05:55:00,07:40:00,2,No Info,11911,1545
Indigo,2019-04-18,Banglore,New Delhi,23:30:00,02:20:00,0,No Info,4591,170
Multiple Carriers,2019-06-03,Delhi,Cochin,13:00:00,19:15:00,1,No Info,14848,375
Multiple Carriers,2019-06-12,Delhi,Cochin,08:45:00,19:15:00,1,No Info,8266,630
Air India,2019-05-18,Delhi,Cochin,17:15:00,19:15:00,2,No Info,12392,1560
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,12:00:00,1,No Info,13044,1025
Jet Airways,2019-05-21,Delhi,Cochin,07:05:00,04:25:00,1,In-flight meal not included,12898,1280
Jet Airways,2019-03-21,Delhi,Cochin,22:50:00,04:25:00,1,No Info,12242,335
Indigo,2019-05-18,Banglore,New Delhi,10:10:00,13:00:00,0,No Info,3943,170
Vistara,2019-03-24,Kolkata,Banglore,20:20:00,22:10:00,1,No Info,11105,1550
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,09:20:00,1,No Info,14388,730
Jet Airways,2019-05-18,Delhi,Cochin,19:30:00,12:35:00,2,No Info,13014,1025
Multiple Carriers,2019-03-06,Delhi,Cochin,10:20:00,18:50:00,1,No Info,15411,510
Jet Airways,2019-03-09,Delhi,Cochin,19:45:00,18:50:00,1,No Info,16289,1385
Indigo,2019-05-15,Delhi,Cochin,06:50:00,16:10:00,1,No Info,6442,560
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,16:20:00,1,In-flight meal not included,10844,475
Jet Airways,2019-05-18,Mumbai,Hyderabad,10:20:00,11:50:00,0,No Info,5678,90
Indigo,2019-04-12,Banglore,New Delhi,23:30:00,02:20:00,0,No Info,6906,170
Spicejet,2019-05-21,Chennai,Kolkata,09:45:00,12:00:00,0,No check-in baggage included,3543,135
Jet Airways,2019-06-06,Delhi,Cochin,09:00:00,19:00:00,1,No Info,14714,600
Vistara ,2019-03-03,Banglore,New Delhi,16:00:00,18:35:00,0,No Info,11793,155
Multiple Carriers,2019-05-15,Delhi,Cochin,11:30:00,19:15:00,1,No Info,14323,465
Spicejet,2019-04-09,Banglore,New Delhi,21:10:00,00:05:00,0,No Info,3971,175
Vistara,2019-05-06,Kolkata,Banglore,20:20:00,22:40:00,1,No Info,8452,1580
Vistara,2019-04-12,Banglore,New Delhi,07:00:00,09:40:00,0,No Info,5403,160
Multiple Carriers,2019-05-09,Delhi,Cochin,10:00:00,21:00:00,1,No Info,13727,660
Air India,2019-04-01,Kolkata,Banglore,10:00:00,05:25:00,2,No Info,12639,1165
Jet Airways,2019-04-18,Banglore,New Delhi,15:15:00,18:10:00,0,In-flight meal not included,5198,175
Vistara,2019-06-01,Banglore,New Delhi,19:30:00,22:15:00,0,No Info,4878,165
Jet Airways,2019-05-18,Delhi,Cochin,19:45:00,19:00:00,1,In-flight meal not included,12373,1395
Multiple Carriers,2019-03-03,Delhi,Cochin,07:10:00,16:10:00,1,In-flight meal not included,8552,540
Vistara,2019-04-21,Delhi,Cochin,14:40:00,17:50:00,0,No Info,6741,190
Multiple Carriers,2019-04-09,Delhi,Cochin,12:50:00,19:15:00,1,No Info,6481,385
Multiple Carriers,2019-06-06,Delhi,Cochin,10:35:00,19:15:00,1,No Info,7354,520
Air India,2019-04-21,Banglore,New Delhi,21:05:00,23:55:00,0,No Info,5228,170
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,20:45:00,1,In-flight meal not included,10844,740
Indigo,2019-05-18,Delhi,Cochin,06:50:00,12:10:00,1,No Info,6347,320
Air India,2019-03-15,Banglore,New Delhi,08:15:00,12:15:00,1,No Info,5013,240
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,04:40:00,1,In-flight meal not included,9663,585
Indigo,2019-04-06,Banglore,New Delhi,18:25:00,21:20:00,0,No Info,4823,175
Air India,2019-06-24,Delhi,Cochin,16:55:00,19:15:00,2,No Info,13381,1580
Spicejet,2019-06-01,Chennai,Kolkata,09:45:00,12:00:00,0,No check-in baggage included,3543,135
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,04:40:00,1,In-flight meal not included,9663,585
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,19:50:00,1,In-flight meal not included,7064,1495
Jet Airways,2019-06-09,Delhi,Cochin,07:05:00,19:00:00,1,In-flight meal not included,10262,715
Air India,2019-06-01,Delhi,Cochin,10:55:00,19:15:00,2,No Info,13013,500
Jet Airways,2019-06-27,Delhi,Cochin,19:10:00,12:35:00,2,No Info,15339,1045
Goair,2019-04-18,Banglore,New Delhi,11:40:00,14:30:00,0,No Info,4937,170
Indigo,2019-06-06,Delhi,Cochin,05:05:00,12:10:00,1,No Info,6818,425
Air India,2019-05-18,Delhi,Cochin,22:00:00,19:15:00,2,No Info,10441,1275
Jet Airways,2019-04-03,Delhi,Cochin,14:00:00,19:00:00,1,In-flight meal not included,5177,300
Indigo,2019-06-27,Chennai,Kolkata,11:35:00,14:00:00,0,No Info,3858,145
Indigo,2019-05-18,Kolkata,Banglore,21:00:00,02:15:00,1,No Info,6534,315
Multiple Carriers,2019-06-15,Delhi,Cochin,10:20:00,01:30:00,1,No Info,6795,910
Multiple Carriers,2019-06-03,Delhi,Cochin,07:30:00,19:15:00,1,No Info,9736,705
Jet Airways,2019-05-01,Banglore,New Delhi,19:50:00,22:50:00,0,No Info,7229,180
Spicejet,2019-04-24,Delhi,Cochin,17:55:00,22:50:00,1,No Info,4957,295
Indigo,2019-03-09,Banglore,New Delhi,06:00:00,08:45:00,0,No Info,7648,165
Spicejet,2019-06-15,Kolkata,Banglore,14:55:00,17:25:00,0,No Info,3873,150
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,04:40:00,1,No Info,14388,585
Indigo,2019-03-06,Kolkata,Banglore,17:15:00,19:55:00,0,No Info,5618,160
Multiple Carriers,2019-06-09,Delhi,Cochin,19:00:00,01:30:00,1,No Info,7408,390
Air Asia,2019-03-03,Delhi,Cochin,16:45:00,22:15:00,1,No Info,13774,330
Vistara,2019-05-03,Banglore,New Delhi,07:00:00,09:40:00,0,No Info,4668,160
Jet Airways,2019-03-21,Delhi,Cochin,18:20:00,04:25:00,2,No Info,13082,2045
Air India,2019-06-03,Delhi,Cochin,03:50:00,19:15:00,1,No Info,8669,925
Indigo,2019-06-24,Delhi,Cochin,16:00:00,01:30:00,1,No Info,6316,570
Jet Airways,2019-03-06,Delhi,Cochin,22:20:00,04:25:00,1,In-flight meal not included,12583,365
Vistara,2019-03-09,Banglore,New Delhi,16:10:00,18:50:00,0,No Info,7923,160
Goair,2019-03-03,Delhi,Cochin,07:00:00,12:50:00,1,No Info,7378,350
Vistara,2019-06-03,Banglore,New Delhi,19:30:00,22:15:00,0,No Info,4878,165
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,19:50:00,1,In-flight meal not included,10844,1640
Jet Airways,2019-04-03,Banglore,New Delhi,08:20:00,11:20:00,0,No Info,7229,180
Spicejet,2019-05-21,Delhi,Cochin,06:05:00,11:20:00,1,No Info,6297,315
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,12:00:00,1,In-flight meal not included,8529,960
Multiple Carriers,2019-05-18,Delhi,Cochin,14:00:00,21:00:00,1,No Info,13727,420
Spicejet,2019-05-24,Kolkata,Banglore,08:35:00,17:15:00,1,No Info,6643,520
Multiple Carriers,2019-05-09,Delhi,Cochin,10:00:00,19:00:00,1,No Info,10197,540
Spicejet,2019-04-21,Kolkata,Banglore,22:20:00,00:40:00,0,No Info,4911,140
Indigo,2019-03-06,Chennai,Kolkata,05:15:00,07:35:00,0,No Info,6482,140
Jet Airways,2019-03-01,Banglore,New Delhi,08:55:00,15:15:00,1,No Info,26890,380
Indigo,2019-05-18,Kolkata,Banglore,19:20:00,23:45:00,1,No Info,3717,265
Indigo,2019-06-01,Chennai,Kolkata,13:15:00,15:35:00,0,No Info,3597,140
Air India,2019-03-18,Banglore,New Delhi,11:05:00,22:10:00,2,No Info,10846,665
Air India,2019-03-01,Banglore,New Delhi,05:50:00,22:45:00,1,No Info,14069,1015
Jet Airways,2019-04-01,Delhi,Cochin,22:50:00,12:35:00,1,In-flight meal not included,5177,825
Air India,2019-03-06,Delhi,Cochin,05:55:00,07:40:00,2,No Info,14641,1545
Indigo,2019-06-06,Delhi,Cochin,08:35:00,22:30:00,1,No Info,6442,835
Air India,2019-03-21,Delhi,Cochin,17:45:00,23:00:00,1,No Info,5704,315
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,09:20:00,1,In-flight meal not included,9663,1155
Jet Airways,2019-06-06,Delhi,Cochin,20:55:00,04:25:00,1,No Info,14714,450
Jet Airways,2019-04-01,Delhi,Cochin,10:00:00,19:00:00,1,In-flight meal not included,5406,540
Vistara,2019-05-15,Kolkata,Banglore,20:20:00,20:20:00,1,No Info,8610,1440
Jet Airways,2019-06-12,Delhi,Cochin,18:25:00,12:35:00,2,No Info,14237,1090
Indigo,2019-06-09,Banglore,New Delhi,07:10:00,10:05:00,0,No Info,4823,175
Indigo,2019-03-27,Mumbai,Hyderabad,20:05:00,21:35:00,0,No Info,2227,90
Jet Airways,2019-05-18,Delhi,Cochin,07:05:00,04:25:00,1,In-flight meal not included,12373,1280
Air India,2019-06-06,Delhi,Cochin,13:00:00,19:15:00,1,No Info,8372,375
Jet Airways,2019-03-03,Delhi,Cochin,13:55:00,04:25:00,1,No Info,17024,870
Air India,2019-05-27,Mumbai,Hyderabad,21:05:00,22:25:00,0,No Info,3100,80
Jet Airways,2019-03-09,Delhi,Cochin,06:50:00,19:45:00,1,In-flight meal not included,14053,775
Indigo,2019-05-09,Chennai,Kolkata,05:15:00,07:40:00,0,No Info,3540,145
Vistara,2019-05-21,Kolkata,Banglore,20:20:00,18:50:00,1,No Info,9345,1350
Jet Airways,2019-06-01,Delhi,Cochin,05:30:00,04:25:00,2,In-flight meal not included,10368,1375
Jet Airways,2019-03-01,Banglore,New Delhi,07:00:00,12:25:00,1,No Info,26890,325
Spicejet,2019-03-09,Mumbai,Hyderabad,08:50:00,10:15:00,0,No Info,5755,85
Jet Airways,2019-03-21,Banglore,New Delhi,08:55:00,16:10:00,1,In-flight meal not included,7832,435
Jet Airways,2019-05-06,Kolkata,Banglore,08:25:00,20:45:00,1,No Info,14388,740
Air India,2019-06-27,Delhi,Cochin,13:15:00,09:25:00,2,No Info,8839,1210
Air India,2019-03-03,Delhi,Cochin,22:00:00,19:15:00,2,No Info,22096,1275
Vistara,2019-05-27,Chennai,Kolkata,07:05:00,09:20:00,0,No Info,3687,135
Multiple Carriers,2019-05-15,Delhi,Cochin,08:30:00,19:00:00,1,No Info,9627,630
Multiple Carriers,2019-03-21,Delhi,Cochin,11:30:00,01:35:00,1,No Info,13542,845
Indigo,2019-04-27,Banglore,New Delhi,04:00:00,06:50:00,0,No Info,4423,170
Indigo,2019-03-03,Delhi,Cochin,04:55:00,21:20:00,2,No Info,8899,985
Spicejet,2019-04-21,Delhi,Cochin,06:05:00,11:20:00,1,No Info,5583,315
Air Asia,2019-05-27,Delhi,Cochin,16:45:00,06:35:00,1,No Info,6752,830
Spicejet,2019-05-21,Chennai,Kolkata,08:20:00,10:35:00,0,No check-in baggage included,3543,135
Jet Airways,2019-03-21,Banglore,New Delhi,08:00:00,15:15:00,1,In-flight meal not included,7832,435
Air India,2019-05-01,Kolkata,Banglore,05:50:00,08:55:00,2,No Info,10991,1625
Jet Airways,2019-05-27,Delhi,Cochin,09:00:00,12:35:00,1,In-flight meal not included,12898,1655
Jet Airways,2019-05-27,Delhi,Cochin,14:00:00,19:00:00,1,In-flight meal not included,12898,300
Goair,2019-05-24,Banglore,New Delhi,11:40:00,14:30:00,0,No Info,3398,170
Air India,2019-04-24,Delhi,Cochin,05:10:00,08:00:00,0,No Info,5201,170
Air India,2019-05-06,Kolkata,Banglore,10:00:00,01:20:00,2,No Info,13873,920
Air India,2019-06-15,Delhi,Cochin,17:40:00,23:00:00,1,No Info,7384,320
Jet Airways,2019-06-06,Delhi,Cochin,18:15:00,04:25:00,1,In-flight meal not included,10262,610
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,12:00:00,1,In-flight meal not included,10031,1655
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,19:10:00,1,In-flight meal not included,12384,575
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,18:15:00,1,In-flight meal not included,7757,1690
Jet Airways,2019-03-06,Banglore,New Delhi,21:25:00,11:25:00,1,No Info,17261,840
Spicejet,2019-03-01,Chennai,Kolkata,09:30:00,12:05:00,0,No Info,7298,155
Jet Airways,2019-04-06,Banglore,New Delhi,15:15:00,18:10:00,0,No Info,7229,175
Indigo,2019-04-01,Kolkata,Banglore,04:40:00,07:15:00,0,No Info,4174,155
Indigo,2019-05-18,Kolkata,Banglore,17:35:00,22:15:00,1,No Info,5699,280
Air India,2019-04-24,Kolkata,Banglore,14:15:00,16:45:00,0,No Info,4880,150
Air India,2019-03-06,Delhi,Cochin,08:00:00,19:15:00,1,No Info,15284,675
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,16:20:00,1,No Info,13759,475
Vistara,2019-03-24,Kolkata,Banglore,09:55:00,18:45:00,1,No Info,16092,530
Indigo,2019-03-09,Mumbai,Hyderabad,06:20:00,07:45:00,0,No Info,4392,85
Jet Airways,2019-06-24,Delhi,Cochin,20:55:00,12:35:00,1,In-flight meal not included,10262,940
Spicejet,2019-06-12,Kolkata,Banglore,06:55:00,09:30:00,0,No check-in baggage included,3841,155
Goair,2019-06-01,Banglore,New Delhi,07:45:00,10:40:00,0,No Info,5048,175
Air India,2019-05-21,Kolkata,Banglore,07:00:00,20:25:00,1,No Info,11096,805
Indigo,2019-04-24,Delhi,Cochin,07:35:00,12:10:00,1,No Info,5073,275
Jet Airways,2019-03-03,Delhi,Cochin,09:55:00,04:25:00,1,No Info,19828,1110
Vistara,2019-03-21,Chennai,Kolkata,07:05:00,09:20:00,0,No Info,3739,135
Air India,2019-03-09,Delhi,Cochin,05:00:00,19:15:00,2,No Info,10598,2295
Jet Airways,2019-06-15,Banglore,New Delhi,18:55:00,22:00:00,0,In-flight meal not included,7229,185
Vistara,2019-04-01,Kolkata,Banglore,17:00:00,18:50:00,1,No Info,8610,1550
Vistara,2019-05-09,Delhi,Cochin,14:40:00,17:50:00,0,No Info,6216,190
Air India,2019-06-09,Banglore,New Delhi,13:20:00,16:10:00,0,No Info,6961,170
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,21:05:00,1,In-flight meal not included,10703,690
Jet Airways,2019-05-15,Kolkata,Banglore,17:00:00,23:35:00,1,No Info,14151,395
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,10:05:00,1,In-flight meal not included,8586,1655
Indigo,2019-04-12,Kolkata,Banglore,20:20:00,22:55:00,0,No Info,4488,155
Multiple Carriers,2019-06-15,Delhi,Cochin,18:00:00,01:30:00,1,No Info,7408,450
Jet Airways,2019-04-18,Delhi,Cochin,11:00:00,14:15:00,0,In-flight meal not included,5443,195
Jet Airways,2019-06-12,Kolkata,Banglore,09:35:00,19:10:00,1,In-flight meal not included,10539,575
Multiple Carriers,2019-06-01,Delhi,Cochin,13:00:00,01:30:00,1,No Info,7723,750
